text,url,handle,is_story
"Texas Gov. Greg Abbott Claims Chicago’s ’Tougher’ Gun Laws Fail To Prevent Gun Violence  Chicago is frequently targeted as a city with ineffective, strict gun laws. While the city has a history of implementing tougher laws in comparison to other cities, a Supreme Court decision drastically loosened some restrictions.   Jun 3, 2022 6:00 AM",/news/texas-gov-greg-abbott-claims-chicago-s-tougher-gun-laws-fail-to-prevent-gun-violence/,bettergov,TRUE
"11:13Mercato: Nuno Tavares officiellement prêté à l’OM, Tudor tient son piston gaucheL’Olympique de Marseille a officialisé ce samedi l’arrivée de Nuno Tavares. Le latéral gauche portugais (22 ans) est prêté une saison par Arsenal, a priori sans option d’achat.",https://rmcsport.bfmtv.com/football/transferts/mercato-nuno-tavares-officiellement-prete-a-l-om-tudor-tient-son-piston-gauche_AV-202207300118.html,bfmtv,TRUE
"États-Unis: depuis 40 ans, cinq amis d'enfance reproduisent la même photo de groupe",/international/amerique-nord/etats-unis/etats-unis-depuis-40-ans-cinq-amis-d-enfance-reproduisent-la-meme-photo-de-groupe_AN-202206160621.html,bfmtv,TRUE
Facebook,https://www.facebook.com/BFMTV,bfmtv,FALSE
Le service politique,https://www.bfmtv.com/podcasts/le-service-politique/,bfmtv,FALSE
Meilleure Alarme maison,/comparateur/meilleures-alarmes-maison-test-comparatif/,bfmtv,TRUE
Nord: le ministre de la Santé en visite au Samu d'Arras,/grand-lille/replay-emissions/bonjour-lille/nord-le-ministre-de-la-sante-en-visite-au-samu-d-arras_VN-202207300112.html,bfmtv,TRUE
Tout voir,https://www.bfmtv.com/var/,bfmtv,FALSE
Vidéos,/videos/,bfmtv,FALSE
About Us,https://birminghamwatch.org/about-us/,bhamwatch,FALSE
Alabama Prisons,https://birminghamwatch.org/category/government/alabama-prisons/,bhamwatch,FALSE
"April 26, 2022",https://birminghamwatch.org/water-board-asks-to-oversee-housing-construction-near-the-cahaba-despite-its-fight-for-the-ability-to-lighten-water-protection-rules/,bhamwatch,TRUE
"Birmingham Directs COVID Funds to Public Safety, Public Works and Councilors’ Projects",https://birminghamwatch.org/birmingham-directs-covid-funds-to-public-safety-public-works-and-councilors-projects/,bhamwatch,TRUE
E-mail us,mailto:info@birminghamwatch.org,bhamwatch,FALSE
Jefferson County Health Providers ‘Well Equipped’ for The World Games,https://birminghamwatch.org/jefferson-count-health-providers-well-equipped-for-the-world-games/,bhamwatch,TRUE
Read more.,https://birminghamwatch.org/masks-up-health-department-advises-as-covid-continues-to-climb-again/,bhamwatch,TRUE
Read more.,https://birminghamwatch.org/birmingham-council-passes-woodfins-budget-untouched-police-public-works-and-youth-programs-biggest-winners/,bhamwatch,TRUE
The Supreme Court’s EPA Decision Could Hamper Regulators’ Ability to Protect the Public,https://birminghamwatch.org/the-supreme-courts-epa-decision-could-hamper-regulators-ability-to-protect-the-public/,bhamwatch,TRUE
"The World Games were delayed for a year, but did it help with preparedness?",https://birminghamwatch.org/the-world-games-were-delayed-for-a-year-but-did-it-help-with-preparedness/,bhamwatch,TRUE
CENTRA INTELLIGENCE,https://binjonline.com/2022/07/11/centra-intelligence/,binjreports,TRUE
CHAIN REACTION,https://binjonline.com/2021/11/17/chain-reaction/,binjreports,TRUE
CHRIS FARAONE,https://binjonline.com/author/cfaraone/,binjreports,FALSE
DREAM FELLOWSHIP DEFERRED,https://binjonline.com/2022/05/25/dream-fellowship-deferred/,binjreports,TRUE
HOW CAN I GET INVOLVED,https://binjonline.com/#involved,binjreports,FALSE
INNER CITY WEIGHTLIFTING CREATES COMMUNITY FOR PEOPLE WHO SOCIETY HAS OTHERWISE DENIED THE OPPORTUNI…,https://binjonline.com/2021/08/31/inner-city-weightlifting-creates-community-for-people-who-society-has-otherwise-denied-the-opportunity/,binjreports,TRUE
Neighborhood Media School,https://binjonline.com/media-school/,binjreports,FALSE
PUBLIC RECORDS CRISIS DEEPENS,https://binjonline.com/2022/05/02/public-records-crisis-deepens/,binjreports,TRUE
Team Bios,https://binjonline.com/team-bios/,binjreports,FALSE
Transparency,https://binjonline.com/about-us/transparency/,binjreports,FALSE
About Black by God,/about,blackbygodwv,FALSE
Civics,/categories/civics-politics,blackbygodwv,FALSE
Coin 💰,/categories/coin-,blackbygodwv,FALSE
Community,/categories/community,blackbygodwv,FALSE
Contact,/about,blackbygodwv,FALSE
Culture,/categories/coin-business-tech-blackculture,blackbygodwv,FALSE
The United States Is Under Attack,/articles/civics-politics/the-united-states-is-under-attack,blackbygodwv,TRUE
Tiny News Collective,https://tinynewsco.org,blackbygodwv,FALSE
"West Virginia Education Officials fail to address unfair Black suspension rate, “school to prison” pipeline continues unabated.",/articles/civics-politics/west-virginia-education-officials-fail-to-address-unfair-black-suspension-rate-school-to-prison-pipeline-continues-unabated,blackbygodwv,TRUE
White People Don’t Always Know I’m Black,/articles/community/white-people-dont-always-know-im-black,blackbygodwv,TRUE
Bloomberg Anywhere Remote Login,https://bba.bloomberg.net/?utm_source=bloomberg-menu&utm_medium=bnanews,blaw,FALSE
Bloomberg Law Analysis,https://news.bloomberglaw.com/bloomberg-law-analysis/,blaw,FALSE
Bloomberg Politics,http://www.bloomberg.com/politics/?utm_source=bloomberg-menu&utm_medium=bnanews,blaw,FALSE
Bloomberg Television,http://www.bloomberg.com/live?utm_source=bloomberg-menu&utm_medium=bnanews,blaw,FALSE
Bloomberg the Company & Its Products,http://www.bloomberg.com/company/?utm_source=bloomberg-menu&utm_medium=bnanews,blaw,FALSE
Home,/,blaw,FALSE
Labor Department Challenges Test Limits of West Virginia v. EPA,/daily-labor-report/labor-department-challenges-test-limits-of-west-virginia-v-epa,blaw,TRUE
"Mitigating PFAS, Plastics-Related Litigation Costs With Insurance",/environment-and-energy/mitigating-pfas-plastics-related-litigation-costs-with-insurance,blaw,TRUE
Subscription Information,https://www.bloombergindustry.com/product-pricing-inquiry/?trackingcode=BBNA196414&utm_medium=referral&utm_source=n2-menu,blaw,FALSE
"View More
  [icons_24_pt1]",/daily-tax-report/,blaw,FALSE
🎰 Latest 'Gridiron Heights',https://bleacherreport.com/videos/204955-new-gridiron-heights,bleacherreport,TRUE
Careers,https://careers.bleacherreport.com/,bleacherreport,FALSE
Community Guidelines,/pages/comguidelines,bleacherreport,FALSE
Divisional-Round 'Gridiron Heights' 🤣,https://bleacherreport.com/videos/207474-divisionalround-gridiron-heights,bleacherreport,TRUE
Real Reason for NFL Trades 🤣,https://bleacherreport.com/videos/241172-real-reason-for-nfl-trades,bleacherreport,TRUE
Super Bowl 'Gridiron Heights' 🏆,https://bleacherreport.com/videos/212633-super-bowl-gridiron-heights,bleacherreport,TRUE
Terms Of Use,/pages/terms,bleacherreport,FALSE
Updated Jimmy G Landing Spots,https://bleacherreport.com/articles/10043667-reassessing-jimmy-gs-landing-spots-as-trey-lance-takes-over-nfl-training-camps-open,bleacherreport,TRUE
Video Play Button,https://bleacherreport.com/videos/207474-divisionalround-gridiron-heights,bleacherreport,TRUE
"WWE SmackDown Results: Winners, Grades, Reaction and Highlights from July 29",https://bleacherreport.com/articles/10043710-wwe-smackdown-results-winners-grades-reaction-and-highlights-from-july-29,bleacherreport,TRUE
0,https://www.bleepingcomputer.com/news/security/microsoft-sql-servers-hacked-to-steal-bandwidth-for-proxy-services/#comment_form,bleepincomputer,TRUE
2,https://www.bleepingcomputer.com/page/2/,bleepincomputer,FALSE
AdwCleaner,/download/adwcleaner/,bleepincomputer,FALSE
Forums,https://www.bleepingcomputer.com/forums/,bleepincomputer,FALSE
Glossary,https://www.bleepingcomputer.com/glossary/,bleepincomputer,FALSE
"How to remove a Trojan, Virus, Worm, or other Malware",/tutorials/how-to-remove-a-trojan-virus-worm-or-malware/,bleepincomputer,FALSE
Send us a Tip!,https://www.bleepingcomputer.com/news-tip/,bleepincomputer,FALSE
Sergiu Gatlan,https://www.bleepingcomputer.com/author/sergiu-gatlan/,bleepincomputer,FALSE
Sitemap,https://www.bleepingcomputer.com/sitemap/,bleepincomputer,FALSE
Zemana AntiLogger Free,https://www.bleepingcomputer.com/download/zemana-antilogger-free/,bleepincomputer,FALSE
Alex V. Hernandez,/author/alex-v-hernandez/,blockclubchi,FALSE
Free COVID-19 Hotline,https://blockclubchicago.org/2020/10/20/have-coronavirus-questions-call-text-or-email-our-free-hotline/,blockclubchi,TRUE
Free Text Alerts,https://joinsubtext.com/blockclubchi,blockclubchi,FALSE
Here’s Where You Can Get Vaccinated Against Monkeypox In Chicago,https://blockclubchicago.org/2022/07/29/heres-where-you-can-get-vaccinated-against-monkeypox-in-chicago/,blockclubchi,TRUE
Joe Ward,/author/joe-ward/,blockclubchi,FALSE
Kayleigh Padar,/author/kayleigh-padar/,blockclubchi,FALSE
Lede,https://joinlede.com/,blockclubchi,FALSE
"Logan Square, Humboldt Park, Avondale",https://blockclubchicago.org/category/logan-square-humboldt-park-avondale/,blockclubchi,FALSE
Mack Liederman,/author/mack-liederman/,blockclubchi,FALSE
"Meet Chicago’s Footworking Barbecue Grill Master: ‘In My Heart, I’m An Entertainer’",/2022/07/26/meet-chicagos-footworking-barbecue-grill-master-in-my-heart-im-an-entertainer/,blockclubchi,TRUE
Basketball,/sports/basketball/,bmtenterprise,FALSE
CDC: ‘Rare and serious’ disease-causing bacterium found in Gulf Coast,/news/article/CDC-Rare-and-serious-disease-causing-17335180.php,bmtenterprise,TRUE
Local bull riders drafted to national teams,/sports/article/Davis-Melancon-join-new-PBR-Team-Series-17322769.php,bmtenterprise,TRUE
"Mary Alice, Actress in ‘A Different World’ and ‘Sparkle,’...",/entertainment/article/Mary-Alice-Actress-in-A-Different-World-17336073.php,bmtenterprise,TRUE
Obituaries,http://www.legacy.com/obituaries/beaumontenterprise/,bmtenterprise,FALSE
Opinion,/opinions/,bmtenterprise,FALSE
Puzzles,/puzzles/,bmtenterprise,FALSE
"The health benefits of cinnamon, according to a dietitian",/shopping/article/health-benefits-of-cinnamon-17338542.php,bmtenterprise,TRUE
What size carry-on can you fly on Spirit Airlines with?,/shopping/article/Spirit-Airlines-carry-on-size-limit-17338682.php,bmtenterprise,TRUE
Wilting Southeast Texas Tomato Plant Leaves: Blight or Wilt?,/entertainment/article/Wilting-Southeast-Texas-Tomato-Plant-Leaves-17249264.php,bmtenterprise,TRUE
Andy Thurlow was an incredible inventor who made hundreds of original musical instruments,https://boingboing.net/2022/07/29/andy-thurlow-was-an-incredible-inventor-who-made-hundreds-of-original-musical-instruments.html,boingboing,TRUE
Community Guidelines,https://bbs.boingboing.net/faq,boingboing,FALSE
J6, https://boingboing.net/tag/j6,boingboing,FALSE
killer weed, https://boingboing.net/tag/killer-weed,boingboing,FALSE
"Marjorie Taylor Greene's lesson on how to get monkeypox — ""gay sex orgies"" — will surely backfire",https://boingboing.net/2022/07/29/marjorie-taylor-greene-schools-maga-folk-on-how-you-catch-monkeypox-gay-sex-orgies.html,boingboing,TRUE
Next,https://boingboing.net/page/2,boingboing,FALSE
"Perhaps cloud seeding really works: ""Very unusual heavy rain"" causes major flooding in the UAE (video)",https://boingboing.net/2022/07/29/perhaps-cloud-seeding-really-works-very-unusual-heavy-rain-causes-major-flooding-in-the-uae-video.html,boingboing,TRUE
race relations, https://boingboing.net/tag/race-relations,boingboing,FALSE
STORE,https://store.boingboing.net,boingboing,FALSE
"Watch the making of Daft Punk's ""Around The World"" music video",https://boingboing.net/2022/07/29/watch-the-making-of-daft-punks-around-the-world-music-video.html,boingboing,TRUE
An Overview of Circuit Training,https://www.muscleandstrength.com/articles/circuit-training-overview.html,bonginoreport,TRUE
Boeing's F-15EX Fighter: Dead or Alive?,https://www.19fortyfive.com/2022/07/boeings-f-15ex-fighter-dead-or-alive/,bonginoreport,TRUE
"Douglas Murray: Undocumented, Underhoused Chestfed Kids Are Not in a Recession, Say Dems",https://nypost.com/2022/07/28/undocumented-underhoused-chestfed-kids-are-not-in-a-recession-say-dems/,bonginoreport,TRUE
"First House Democrat Says He Won't Support a ""Too-Old"" Biden in 2024",https://hotair.com/ed-morrissey/2022/07/29/house-dem-i-wont-support-a-too-old-biden-in-2024-n486133,bonginoreport,TRUE
Foreign Company With Troubled Past Buys Into Massive Midwest Carbon Capture Project,https://www.theepochtimes.com/south-korean-company-with-troubled-past-buys-into-massive-midwest-carbon-capture-project_4626054.html?utm_source=partner&utm_campaign=BonginoReport,bonginoreport,TRUE
Lunatic Georgia DA Investigating Trump Runs Into Issues,https://pjmedia.com/news-and-politics/chris-queen/2022/07/27/georgia-district-attorney-investigating-trump-runs-into-a-snag-n1616163,bonginoreport,TRUE
Russia Is in Support of “One China” Policy on Taiwan,https://www.usnews.com/news/world/articles/2022-07-29/russia-supports-beijings-one-china-policy-lavrov,bonginoreport,TRUE
The Dan Bongino Show Ep. 1817: They’re Accomplices To Mass Murder,https://rumble.com/v1dt1u1-theyre-accomplices-to-mass-murder-ep.-1817-the-dan-bongino-show.html?mref=22lbp&mc=56yab,bonginoreport,TRUE
Trump Four in Arizona All Leading,https://www.washingtonexaminer.com/news/washington-secrets/trump-4-in-arizona-all-leading-lake-masters-finchem-hamadeh,bonginoreport,TRUE
Two-time Masters Champ Bubba Watson Set To Join LIV Golf,https://nypost.com/2022/07/27/bubba-watson-two-time-masters-champ-set-to-join-liv-golf/,bonginoreport,TRUE
A Beautiful Resistance,/metro/special-reports/a-beautiful-resistance/?p1=BGMenu_Sections,bostonglobe,TRUE
Cars,https://boston.com/section/cars?s_campaign=bg:mainnav:cars/&p1=BGHeader_MainNav,bostonglobe,FALSE
"EDITORIALAs the finish line nears, a few tasks remain for Beacon Hill",/2022/07/29/opinion/finish-line-nears-few-tasks-remain-beacon-hill/,bostonglobe,TRUE
Editorials,/opinion/editorials/?p1=BGMenu_Sections,bostonglobe,FALSE
How to create a community where we all want to live? Tax the rich.,/2022/07/29/opinion/how-create-community-where-we-all-want-live-tax-rich/,bostonglobe,TRUE
Latest Mass. numbers,https://www.bostonglobe.com/2020/03/10/nation/latest-coronavirus-numbers-massachusetts/?p1=Covid_Widget,bostonglobe,TRUE
Police officers step in and provide roadside assistance,/2022/07/28/metro/police-officers-step-provide-roadside-assistance/,bostonglobe,TRUE
Read the story,https://apps.bostonglobe.com/magazine/2022/07/kate-price-remembers-something-terrible/,bostonglobe,TRUE
Real Estate,http://realestate.boston.com/?s_campaign=bg:bgmenu:realestate,bostonglobe,FALSE
Should Massachusetts high schools lock student cell phones during the day?,/2022/07/28/metro/should-massachusetts-high-schools-lock-student-cell-phones-during-day/,bostonglobe,TRUE
Arbitration,https://www.medianewsgroup.com/arbitration/,bostonherald,FALSE
Battenfeld: Son of State Police superintendent gets special treatment from cops,https://www.bostonherald.com/2022/07/29/battenfeld-son-of-state-police-superintendent-gets-special-treatment-from-cops/,bostonherald,TRUE
Boston City Hall,https://www.bostonherald.com/tag/boston-city-hall/,bostonherald,FALSE
Cookie Policy,https://www.medianewsgroup.com/cookie-policy/,bostonherald,FALSE
New England Patriots |,https://www.bostonherald.com/sports/nfl/new-england-patriots/,bostonherald,FALSE
Obituaries,https://www.legacy.com/obituaries/bostonherald/?_ga=2.156520441.356779431.1647631487-939691676.1637685632,bostonherald,FALSE
Obituaries,https://www.legacy.com/obituaries/bostonherald/?_ga=2.161676348.1635671749.1578342137-663334866.1575646224,bostonherald,FALSE
Puzzles,http://puzzles.comicskingdom.com/?utm_source=dfm,bostonherald,FALSE
Shortstop Tim Anderson and manager Tony La Russa are ejected in the Chicago White Sox’s 7-3 loss to the Oakland A’s,https://www.bostonherald.com/2022/07/30/shortstop-tim-anderson-and-manager-tony-la-russa-are-ejected-in-the-chicago-white-soxs-7-3-loss-to-the-oakland-as/,bostonherald,TRUE
State House,https://www.bostonherald.com/tag/state-house/,bostonherald,FALSE
"Average gas prices drop for third straight week, but trend could reverse, according to fuel experts",https://breckenridgetexan.com/2022/07/05/34227/,brecktexan,TRUE
Breckenridge community cheers Buckaroos as they leave for State track meet,https://breckenridgetexan.com/2022/05/11/breckenridge-community-cheers-buckaroos-as-they-leave-for-state-track-meet/,brecktexan,TRUE
Breckenridge’s Lehr wins gold medal at State Track Meet; Buckaroo team places second overall,https://breckenridgetexan.com/2022/05/13/breckenridges-lehr-wins-gold-medal-at-state-track-meet-buckaroo-team-places-second-overall/,brecktexan,TRUE
Email Newsletter,https://breckenridgetexan.com/email-newsletter/,brecktexan,FALSE
Entries feed,https://breckenridgetexan.com/feed/,brecktexan,FALSE
Heath Alan Mosley,https://breckenridgetexan.com/2022/07/24/heath-alan-mosley/,brecktexan,FALSE
Josephine A. Garcia,https://breckenridgetexan.com/2022/06/27/josephine-a-garcia/,brecktexan,FALSE
Pearce says Buckaroos will prepare for tough new district opponents,https://breckenridgetexan.com/2022/02/06/pearce-says-buckaroos-will-prepare-for-tough-new-district-opponents/,brecktexan,TRUE
View More Articles,https://breckenridgetexan.com/category/letters/,brecktexan,FALSE
View More Articles,https://breckenridgetexan.com/category/sports/,brecktexan,FALSE
60,https://www.breitbart.com/politics/2022/07/28/america-first-legal-requests-investigation-lyfts-coverage-abortions-travel-costs/#disqus_thread,breitbartnews,TRUE
128,https://www.breitbart.com/economy/2022/07/29/matt-gaetz-ignoring-pain-of-legal-migration-is-a-boomer-approach/#disqus_thread,breitbartnews,TRUE
213,https://www.breitbart.com/politics/2022/07/28/ron-desantis-biden-administration-establishment-media-trying-to-gaslight-people-about-economic-slowdown/#disqus_thread,breitbartnews,TRUE
234,https://www.breitbart.com/politics/2022/07/29/white-house-calls-border-walls-ineffective-after-authorizing-resumed-construction-in-arizona/#disqus_thread,breitbartnews,TRUE
237,https://www.breitbart.com/tech/2022/07/29/amazon-posts-2-billion-quarterly-loss-as-rivian-investment-tanks/#disqus_thread,breitbartnews,TRUE
…Scalise: ‘They’ve Been Frustrated with Themselves’,https://www.breitbart.com/clips/2022/07/29/scalise-on-dem-rep-sanchez-flipping-bird-at-gop-theyve-been-frustrated-with-themselves/,breitbartnews,TRUE
‘White Accountability Groups’ Held at Colleges Across America,https://www.breitbart.com/social-justice/2022/07/29/white-accountability-groups-held-colleges-across-america/,breitbartnews,TRUE
All World,https://www.breitbart.com/world-news/,breitbartnews,FALSE
Allum Bokhari,/author/allum-bokhari/,breitbartnews,FALSE
Latin America,https://www.breitbart.com/latin-america/,breitbartnews,FALSE
Brunswick High All-Star Youth Football Camp,/gallery/brunswick-high-all-star-youth-football-camp/collection_17d230fc-036c-5b00-b240-9f1af007a3e7.html,brunswick_news,TRUE
Coastal Illustrated,https://www.coastalillustrated.com/,brunswick_news,FALSE
Comments,/news/local_news/open-records-request-denied/article_ee2e489e-53dc-59bc-855e-454e109c7a41.html#comments,brunswick_news,FALSE
Comments,/sports/local_sports/front-and-center-border-classic-offers-exposure-for-local-teams-athletes/article_1048ece4-d867-5fe0-b186-0cac09a14040.html#comments,brunswick_news,TRUE
Comments,/news/local_news/crimescene-7-30/article_40c40049-b653-5dbb-8a18-728f47bae700.html#comments,brunswick_news,TRUE
Events,https://thebrunswicknews.com/events/,brunswick_news,FALSE
Housing & Real Estate,/classifieds/housing,brunswick_news,FALSE
"If Spaceport Camden fails, it was self-induced",/opinion/letters_to_editor/if-spaceport-camden-fails-it-was-self-induced/article_af232d3f-6914-5f96-8639-0b9a9df61a67.html,brunswick_news,TRUE
Life,/life/,brunswick_news,FALSE
Newell Brands: Q2 Earnings Snapshot,/ap/business/newell-brands-q2-earnings-snapshot/article_644d356f-0cce-5b2c-9526-c4d231277ddd.html,brunswick_news,FALSE
Carl R. Cathers,"/stories/carl-r-cathers-obituary,18563",buckscoherald,TRUE
Friends of the Herald,/friends-of-the-herald/,buckscoherald,FALSE
Previous,#slider7729,buckscoherald,FALSE
Quakertown celebrates grand opening of playground,"/stories/quakertown-celebrates-grand-opening-of-playground-the-ribbon-cutting,18747",buckscoherald,TRUE
Read more,https://edition.pagesuite.com/html5/reader/production/default.aspx?pubname=&edid=b87e604e-e90f-467c-ab28-c5a02300caf4,buckscoherald,FALSE
Read more in Health & Wellness,/health/,buckscoherald,FALSE
"Saturday, July 30





					A Musical Cooking Lesson with the Calamari  …

					Just when you thought it was safe to go back in the kitchen. The Calamari Sisters  …","/stories/a-musical-cooking-lesson-with-the-calamari-sisters,17065",buckscoherald,TRUE
"Saturday, July 30





					The Painters' Collective at The Art Colony

					The eight artists from The Painters' Collective will be displaying their artwork at  …","/stories/the-painters-collective-at-the-art-colony,17974",buckscoherald,TRUE
Special Supplements,https://edition.pagesuite.com/html5/reader/production/default.aspx?pubname=&pubid=86614c3f-a334-4c68-aa64-1d039c94c7c1,buckscoherald,FALSE
"Tue

					9",/calendar/day/when/2022-08-09/,buckscoherald,FALSE
"Crackups, Proxy Wars, and Third Parties",https://morningshots.thebulwark.com/p/crackups-proxy-wars-and-third-parties,bulwarkonline,TRUE
How did Harvey Weinstein Get Away With It for So Long?,https://screentime.thebulwark.com/p/how-did-harvey-weinstein-get-away,bulwarkonline,TRUE
Join Now,https://plus.thebulwark.com/subscribe?utm_source=bulwark_website&utm_medium=web&utm_campaign=Support%20The%20Bulwark%20and%20become%20a%20member.,bulwarkonline,FALSE
Mike Pence Sold His Soul for Nothing,https://www.thebulwark.com/mike-pence-sold-his-soul-for-nothing-january-6/,bulwarkonline,TRUE
Privacy Policy,https://www.thebulwark.com/privacy-policy/,bulwarkonline,FALSE
Shop Now →,https://bulwark.myspreadshop.com,bulwarkonline,FALSE
Store,https://bulwark.myspreadshop.com,bulwarkonline,FALSE
The Bulwark on Snapchat,https://www.snapchat.com/discover/Not_My_Party/1578956726,bulwarkonline,FALSE
Where My Third-Party People At?,https://thetriad.thebulwark.com/p/where-my-third-party-people-at,bulwarkonline,FALSE
You’re Not Too Good for Tourism,https://www.thebulwark.com/youre-not-too-good-for-tourism/,bulwarkonline,TRUE
🌍 World,https://www.buzzfeednews.com/section/world,buzzfeednews,FALSE
👩‍🎤 Celebrity,https://www.buzzfeednews.com/section/celebrity,buzzfeednews,FALSE
Ashton Kutcher Opened Up About Why It Was So Important For Him And Mila Kunis To Appear In The “That '70s Show” Spinoff And Talked About The “Bizarre” Experience Of Returning To The Set After 16 Years,https://www.buzzfeednews.com/article/ellendurney/ashton-kutcher-70s-show-spinoff-mila-kunis,buzzfeednews,TRUE
"Beyoncé’s Mom Said Her Daughters “Worshipped” Their Uncle Jonny After Beyoncé Dedicated Her Album ""Renaissance"" To Him














            Ikran Dahir",https://www.buzzfeednews.com/article/ikrd/beyonces-uncle-jonny-renaissance-dedication,buzzfeednews,TRUE
BuzzFeed News Home,https://buzzfeednews.com,buzzfeednews,FALSE
Emily Baker-White,/author/emilybakerwhite,buzzfeednews,FALSE
Emily Ratajkowski Just Hinted That She’s “Celebrating” Her Divorce After Sebastian Bear-McClard Cheated On Her,https://www.buzzfeednews.com/article/stephaniesoteriou/emily-ratajkowski-likes-tweets-husband-cheated,buzzfeednews,TRUE
Inequality,/section/inequality,buzzfeednews,FALSE
It Will Now Be Harder For Unaccompanied Immigrant Children To Languish In Government Custody,https://www.buzzfeednews.com/article/adolfoflores/unaccompanied-immigrant-children-fingerprinting-policy,buzzfeednews,TRUE
Thank God For The “Black Panther 2” Trailer,https://www.buzzfeednews.com/article/albertsamaha/black-panther-trailer-release-wakanda-grief,buzzfeednews,TRUE
Barbara Feder Ostrov,https://calmatters.org/author/barbaraostrov/,calmatters,FALSE
California budget approved: What to know about record spending plan,https://calmatters.org/politics/2022/06/california-budget-deal-2/,calmatters,TRUE
Colleen Murphy,https://calmatters.org/author/colleen-murphy/,calmatters,FALSE
Covered California insurance rates to increase,https://calmatters.org/health/2022/07/covered-california-rates/,calmatters,TRUE
Donate,https://calmatters.org/donate/,calmatters,FALSE
Emily Hoeven,https://calmatters.org/author/emilyhoeven/,calmatters,FALSE
Multimedia,https://calmatters.org/category/multimedia/,calmatters,FALSE
Nigel Duara,https://calmatters.org/author/nigelduara/,calmatters,FALSE
Sameea Kamal,https://calmatters.org/author/sameea-kamal/,calmatters,FALSE
Stress relief or toxic exposure? State cautions ‘rage rooms’ may deliver unwanted release,https://calmatters.org/justice/2022/07/rage-rooms-hazardous-waste-exposure/,calmatters,TRUE
2022 Midterms,https://atlanta.capitalbnews.org/category/politics/2022-midterms/,capitalb_atl,FALSE
Advertise With Us,mailto:advertise@acpitalbnews.org,capitalb_atl,FALSE
"ATL, Explained",https://atlanta.capitalbnews.org/category/explainers/,capitalb_atl,FALSE
Cookies Policy,https://capitalbnews.org/cookies-policy/,capitalb_atl,FALSE
Explainers,https://atlanta.capitalbnews.org/category/explainers/,capitalb_atl,FALSE
How to Give,https://www.capitalbnews.org/how-to-give-support-donations/,capitalb_atl,FALSE
MARTA Seeks Community Feedback at Next Round of Public Meetings,https://atlanta.capitalbnews.org/marta-clifton-virtual-meeting-preview-atlanta/,capitalb_atl,TRUE
Reproductive Health,https://atlanta.capitalbnews.org/category/health/reproductive-health/,capitalb_atl,FALSE
Terms of Service,https://capitalbnews.org/terms-of-service/,capitalb_atl,FALSE
"With Georgia’s Six-Week Abortion Ban, Black Women Face Dire Consequences",https://atlanta.capitalbnews.org/abortion-six-week-ban/,capitalb_atl,TRUE
A Twitter List by CapitolNewsIL,https://twitter.com/CapitolNewsIL/lists/capitol-news-il-twitter?ref_src=twsrc%5Etfw,capitolnewsil,FALSE
About IPF,https://www.capitolnewsillinois.com/ABOUT-US/About-IPF,capitolnewsil,FALSE
Capitol News Illinois,https://soundcloud.com/user-592090129-621623053,capitolnewsil,FALSE
HOME,https://www.capitolnewsillinois.com/,capitolnewsil,FALSE
Illinois jobless rate falls to lowest point since start of pandemic,https://www.capitolnewsillinois.com/NEWS/illinois-jobless-rate-falls-to-lowest-point-since-start-of-pandemic,capitolnewsil,TRUE
NEWS,https://www.capitolnewsillinois.com/NEWS,capitolnewsil,FALSE
Next,#,capitolnewsil,FALSE
Our Donors,https://www.capitolnewsillinois.com/SUPPORT-US/Our-Donors,capitolnewsil,FALSE
"Pritzker pushes for assault weapons ban, federal action",https://www.capitolnewsillinois.com/NEWS/pritzker-pushes-for-assault-weapons-ban-federal-action,capitolnewsil,TRUE
SIGN UP FOR OUR NEWSLETTER,/ABOUT-US/Subscribe-to-Newsletter,capitolnewsil,FALSE
Circle - Country Music & Lifestyle,https://www.circleplus.com/,cbs7news,FALSE
Energy,/news/energy,cbs7news,FALSE
Local,/2022/07/29/city-midland-end-season-hours-pools-splashpads/,cbs7news,TRUE
Local,/2022/07/29/midland-college-math-team-selected-regional-finalist/,cbs7news,TRUE
Midland ISD announces policy for free and reduced-price meals,/2022/07/27/midland-isd-announces-policy-free-reduced-price-meals/,cbs7news,TRUE
National Intern Day,/video/2022/07/29/national-intern-day/,cbs7news,TRUE
News,/news,cbs7news,FALSE
Recommended by Taboola,https://popup.taboola.com/en/?template=colorbox&utm_source=graytv-kosacbs7&utm_medium=referral&utm_content=thumbnails-native:Homepage Native Backfill:,cbs7news,FALSE
Viva Big Bend starting Thursday,/2022/07/27/viva-big-bend-starting-thursday/,cbs7news,TRUE
West Texas ready in event of monkeypox cases,/2022/07/29/west-texas-ready-event-monkeypox-cases/,cbs7news,TRUE
Contact Us,/feedback/,cbsnews,FALSE
"Dwayne Betts on his mission: Living a life of second chances




          At 16 he was imprisoned for a carjacking. With time on his hands, he began writing. Now an accomplished poet, playwright, attorney and MacArthur Fellow, Dwayne Betts has also founded a non-profit that provides libraries to inmates.


        Jul 10",https://www.cbsnews.com/news/dwayne-betts-on-his-mission-living-a-life-of-second-chances/,cbsnews,TRUE
How to check your credit score,/news/credit-score-check/,cbsnews,FALSE
In Depth,/in-depth/,cbsnews,FALSE
More,/cbs-essentials/,cbsnews,FALSE
More,/ukraine-crisis/,cbsnews,FALSE
"More
                        U.S.",/us/,cbsnews,FALSE
